codigo_iata,codigo_oaci,nombre_oficial,pais,anio,pasajeros_totales_anuales,pasajeros_nacionales,pasajeros_internacionales,operaciones_aeronaves_anuales,carga_toneladas_anuales,correo_toneladas_anuales,fuente_dato,fecha_publicacion_fuente,observaciones
ZOS,SCJO,Cañal Bajo Carlos Hott Siebert Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ZPC,SCPC,Pucón Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ADZ,SKSP,Gustavo Rojas Pinilla International Airport,Colombia,2025,2210501,2093453,117048,20788,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
APO,SKLC,Antonio Roldán Betancur Airport,Colombia,2025,163793,163793,0,21090,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
AUC,SKUC,Santiago Perez Airport,Colombia,2025,160583,160469,114,6968,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
AXM,SKAR,El Eden Airport,Colombia,2025,589973,534758,55215,6960,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
BAQ,SKBQ,Ernesto Cortissoz International Airport,Colombia,2025,2693842,2259468,434374,44526,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
BGA,SKBG,Palonegro Airport,Colombia,2025,1761583,1644814,116769,27493,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
BOG,SKBO,El Dorado International Airport,Colombia,2025,35414866,20741100,14673766,390331,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
BSC,SKBS,José Celestino Mutis Airport,Colombia,2025,94024,94024,0,6757,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
BUN,SKBU,Gerardo Tobar López Airport,Colombia,2025,8188,8188,0,795,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
CLO,SKCL,Alfonso Bonilla Aragon International Airport,Colombia,2025,5785209,4693269,1091940,73283,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
CTG,SKCG,Rafael Nuñez International Airport,Colombia,2025,6696986,5106463,1590523,58708,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
CUC,SKCC,Camilo Daza International Airport,Colombia,2025,1375141,1214053,161088,18286,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
CZU,SKCZ,Las Brujas Airport,Colombia,2025,45772,45750,22,1900,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
EJA,SKEJ,Yariguíes Airport,Colombia,2025,129424,128760,664,4712,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
EOH,SKMD,Enrique Olaya Herrera Airport,Colombia,2025,1187770,1187638,132,68233,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
EYP,SKYP,El Alcaravan - Yopal Airport,Colombia,2025,298498,298455,43,17444,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
FLA,SKFL,Gustavo Artunduaga Paredes Airport,Colombia,2025,101899,101899,0,3929,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
GPI,SKGP,Guapi Airport,Colombia,2025,79464,79464,0,4003,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
IBE,SKIB,Perales Airport,Colombia,2025,252542,252542,0,7392,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
IPI,SKIP,San Luis Airport,Colombia,2025,163861,163861,0,2169,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
LCR,SKHZ,Virgilio Barco Vargas (La Chorrera) Airport,Colombia,2025,,,,788,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
LET,SKLT,Alfredo Vásquez Cobo International Airport,Colombia,2025,341116,339483,1633,6183,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
LMC,SKNA,La Macarena Airport,Colombia,2025,28245,28245,0,5245,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
LPD,SKLP,La Pedrera Airport,Colombia,2025,5463,5463,0,1147,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
LQM,SKLG,Caucaya Airport,Colombia,2025,18589,18589,0,894,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
MDE,SKRG,Jose Maria Córdova International Airport,Colombia,2025,12154452,8200219,3954233,111982,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
MTR,SKMR,Los Garzones Airport,Colombia,2025,1268064,1255105,12959,16340,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
MVP,SKMU,Fabio Alberto Leon Bentley Airport,Colombia,2025,62777,62769,8,19204,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
MZL,SKMZ,La Nubia Airport,Colombia,2025,56594,56594,0,2649,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
NQU,SKNQ,Reyes Murillo Airport,Colombia,2025,78143,78127,16,4009,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
NVA,SKNV,Benito Salas Airport,Colombia,2025,344593,344593,0,10247,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
PCR,SKPC,German Olano Airport,Colombia,2025,71896,71896,0,3076,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
PDA,SKPD,Obando Cesar Gaviria Trujillo Airport,Colombia,2025,,,,5354,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
PEI,SKPE,Matecaña International Airport,Colombia,2025,2304004,2011074,292930,24536,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
PPN,SKPP,Guillermo León Valencia Airport,Colombia,2025,185750,185737,13,10289,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
PSO,SKPS,Antonio Nariño Airport,Colombia,2025,637481,628746,8735,8121,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
PUU,SKAS,Tres De Mayo Airport,Colombia,2025,112652,112652,0,3407,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
PVA,SKPV,El Embrujo Airport,Colombia,2025,91385,91385,0,2856,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
RCH,SKRH,Almirante Padilla Airport,Colombia,2025,545302,525141,20161,5082,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
RVE,SKSA,Los Colonizadores Airport,Colombia,2025,57178,57178,0,4176,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
SJE,SKSJ,Jorge E. Gonzalez Torres Airport,Colombia,2025,45966,45958,8,10197,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
SMR,SKSM,Simón Bolívar International Airport,Colombia,2025,3342295,3283979,58316,28613,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
SVI,SKSV,Eduardo Falla Solano Airport,Colombia,2025,7698,7698,0,708,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
TCD,SKRA,Tarapacá Airport,Colombia,2025,,,,494,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
TCO,SKCO,La Florida Airport,Colombia,2025,132309,132309,0,6077,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
TLU,SKTL,Golfo de Morrosquillo Airport,Colombia,2025,50618,50618,0,1584,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
TME,SKTM,Gustavo Vargas Airport,Colombia,2025,8425,8425,0,1619,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
UIB,SKUI,El Caraño Airport,Colombia,2025,323310,323291,19,17332,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
VUP,SKVP,Alfonso López Pumarejo Airport,Colombia,2025,382927,372714,10213,6229,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
VVC,SKVV,Vanguardia Airport,Colombia,2025,288138,288125,13,38120,,,Aerocivil Colombia - archivos de trabajo consolidados: PasajerosArribadosPartidosxAeropuerto2020-2026 + MovimientosxAeropuerto2020-2026,,Colombia 2025. Pasajeros procesados = arribados + partidos; apertura nacional/internacional. Operaciones = aterrizajes + despegues; apertura nacional/internacional. No se incluyen toques y despegues.
CUE,SECU,Mariscal Lamar Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ESM,SETN,Carlos Concha Torres International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ETR,SERO,Santa Rosa - Artillery Colonel Victor Larrea International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GPS,SEGS,Seymour Galapagos Ecological Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GYE,SEGU,José Joaquín de Olmedo International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IBB,SEII,General Villamil Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LOH,SECA,Ciudad de Catamayo Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LTX,SELT,Cotopaxi International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MEC,SEMT,Eloy Alfaro International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
OCC,SECO,Francisco De Orellana Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SCY,SEST,San Cristóbal Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SNC,SESA,General Ulpiano Paez International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TUA,SETU,Lieutenant Colonel Luis A. Mantilla International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
UIO,SEQM,Mariscal Sucre International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
XMS,SEMC,Coronel E Carvajal Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CAY,SOCA,Cayenne – Félix Eboué Airport,Guayana Francesa,,,,,,,,DGAC Francia / operador aeroportuario - sin serie homogénea incorporada: https://www.ecologie.gouv.fr/politiques-publiques/transport-aerien,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LDX,SOOM,Saint-Laurent-du-Maroni Airport,Guayana Francesa,,,,,,,,DGAC Francia / operador aeroportuario - sin serie homogénea incorporada: https://www.ecologie.gouv.fr/politiques-publiques/transport-aerien,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MPY,SOOA,Maripasoula Airport,Guayana Francesa,,,,,,,,DGAC Francia / operador aeroportuario - sin serie homogénea incorporada: https://www.ecologie.gouv.fr/politiques-publiques/transport-aerien,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GEO,SYCJ,Cheddi Jagan International Airport,Guyana,,,,,,,,Guyana Civil Aviation Authority / Bureau of Statistics: https://www.gcaa-gy.org/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
KAI,SYKA,Kaieteur Airport,Guyana,,,,,,,,Guyana Civil Aviation Authority / Bureau of Statistics: https://www.gcaa-gy.org/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LTM,SYLT,Lethem Airport,Guyana,,,,,,,,Guyana Civil Aviation Authority / Bureau of Statistics: https://www.gcaa-gy.org/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
OGL,SYEC,Eugene F. Correia International Airport,Guyana,,,,,,,,Guyana Civil Aviation Authority / Bureau of Statistics: https://www.gcaa-gy.org/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
