iata;oaci;continent;latitude;longitude;municipality;country
INO;FZBA;AF;'-1.94722;18.285.801;Inongo;CD
INQ;EIIR;EU;53.064.701;'-9.5109;Inis Oírr;IE
INS;KINS;NA;36.587.200.164.799.900;'-115.672996521;Indian Springs;US
INT;KINT;NA;3.613.370.132.446.280;'-80.22200012207031;Winston Salem;US
INU;ANYN;OC;'-0.547458;166.919.006;Yaren District;NR
INV;EGPE;EU;5.754.249.954.223.630;'-4.047500133514404;Inverness;GB
INW;KINW;NA;35.021.900.177;'-110.722999573;Winslow;US
INX;WASI;AS;'-2.127447;132.160.056;Inanwatan;ID
INY;;AF;'-24.777700424194336;31.385.499.954.223.600;Inyati;ZA
INZ;DAUI;AF;27.250.999;251.202;In Salah;DZ
IOA;LGIO;EU;396.964;208.225;Ioannina;GR
IOM;EGNS;EU;54.083.302;'-4.62389;Castletown;IM
ION;FCOI;AF;1.589.968;18.046.624;Impfondo;CG
IOQ;;NA;65.547.792;'-38.976552;Isortoq;GL
IOR;EIIM;EU;531.067.008.972.168;'-9.653610229492188;Inis Mór;IE
IOS;SBIL;SA;'-14.815929;'-39.033458;Ilhéus;BR
IOT;;NA;71.241.944;'-53.562877;Illorsuit;GL
IOW;KIOW;NA;41.639.198.303.200.000;'-91.5465011597;Iowa City;US
IPA;NVVI;OC;'-18.856389;169.283.333;Ipota;VU
IPC;SCIP;SA;'-27.1648006439;'-109.42199707;Isla De Pascua;CL
IPE;RPMV;AS;7.784.898;1.226.015;Ipil;PH
IPG;SWII;SA;'-2.940141;'-69.694264;Santo Antônio do Içá;BR
IPH;WMKI;AS;4.567.969.799.041.740;10.109.200.286.865.200;Ipoh;MY
IPI;SKIP;SA;0.861946;'-77.671783;Ipiales;CO
IPL;KIPL;NA;3.283.539;'-115.574026;Imperial;US
IPN;SBIP;SA;'-19.470699;'-42.487598;Ipatinga;BR
IPT;KIPT;NA;41.242.126;'-76.92245;Williamsport;US
IPU;SNIU;SA;'-14.173538;'-39.68399;Ipiaú;BR
IPZ;MRSI;NA;9.348.676;'-83.712301;Pérez Zeledón;CR
IQA;ORAA;AS;337.855.987.549;424.412.002.563;Hīt;IQ
IQM;ZWCM;AS;38.234.516;85.465.462;Qiemo;CN
IQN;ZLQY;AS;35.802.638;107.598.896;Qingyang (Xifeng);CN
IQQ;SCDA;SA;'-20.5352;'-70.181297;Iquique;CL
IQT;SPQT;SA;'-3.78474;'-73.3088;Iquitos;PE
IRA;AGGK;OC;'-10.449700355500001;161.897.994.995;Kirakira;SB
IRB;;NA;309.057.006.836;'-101.891998291;Iraan;US
IRC;PACR;NA;65.827.673;'-144.076195;Circle;US
IRD;VGIS;AS;241.525;890.494;Ishurdi;BD
IRE;SNIC;SA;'-11.339900016784668;'-41.84700012207031;Irecê;BR
IRG;YLHR;OC;'-12.7869;143.304.993;Lockhart River;AU
IRI;HTIR;AF;'-7.66863;35.752.102;Nduli;TZ
IRJ;SANL;SA;'-29.381599;'-66.795799;La Rioja;AR
IRK;KIRK;NA;4.009.349.822.998.040;'-92.5448989868164;Kirksville;US
IRM;USHI;AS;63.200.391;64.440.136;;RU
IRN;MHIR;NA;15.939.167.022.700.000;'-85.13722229;Iriona;HN
IRO;FEFI;AF;1.023.639.965.057.370;22.716.899.871.826.100;Birao;CF
IRP;FZJH;AF;282.761;27.588.301;Isiro;CD
IRS;KIRS;NA;41.813.301;'-85.439003;Sturgis;US
IRZ;SWTP;SA;'-0.3786;'-64.9923;Santa Isabel Do Rio Negro;BR
ISA;YBMA;OC;'-20.66638;139.488.468;Mount Isa;AU
ISC;EGHE;EU;49.913.375;'-6.291894;St. Mary's, Isles of Scilly;GB
ISD;;SA;2.445.825;'-77.981753;Iscuandé;CO
ISE;LTFC;AS;378.554;30.368.401;Isparta;TR
ISI;YISF;OC;'-24.25830078125;1.444.250.030.517.570;;AU
ISJ;MMIM;NA;21.245.962;'-86.740365;Isla Mujeres;MX
ISK;VAOZ;AS;20.119.101;73.912.903;Nasik;IN
ISL;LTBA;EU;40.971.913;28.823.714;Bakırköy, Istanbul;TR
ISM;KISM;NA;282.898.006.439;'-81.4371032715;Orlando;US
ISO;KISO;NA;35.331.401.825;'-77.60880279540001;Kinston;US
ISP;KISP;NA;4.079.520.035;'-73.10019684;Islip;US
ISQ;KISQ;NA;45.974.602;'-86.171799;Manistique;US
ISS;KIWI;NA;439.613.990.784;'-69.712600708;Wiscasset;US
ISU;ORSU;AS;355.617.485.046;45.316.738.128.699.900;Sulaymaniyah;IQ
ISW;KISW;NA;443.602.981.567;'-89.83899688720001;Wisconsin Rapids;US
ITA;SBIC;SA;'-3.126539;'-58.481668;Itacoatiara;BR
ITB;SBIH;SA;'-4.242131;'-56.000651;Itaituba;BR
ITE;SNZW;SA;'-13.731571;'-39.140377;Ituberá;BR
ITH;KITH;NA;4.249.100.112.915.030;'-76.4583969116211;Ithaca;US
ITI;;SA;'-18.147591;'-41.715044;Itambacuri;BR
ITM;RJOO;AS;347.855;135.438.004;Osaka;JP
ITN;;SA;'-14.8105;'-39.290401;Itabuna;BR
ITO;PHTO;OC;19.721.399;'-155.048004;Hilo;US
ITP;SDUN;SA;'-21.219299316399997;'-41.8759002686;Itaperuna;BR
ITQ;SSIQ;SA;'-29.173099517822266;'-56.53670120239258;Itaqui;BR
ITR;SBIT;SA;'-18.4447;'-49.213402;Itumbiara;BR
IUA;;NA;42.908.902;'-77.325226;Ontario County IDA;US
IUE;NIUE;OC;'-19.079030990600586;'-169.92559814453125;Alofi;NU
IUI;;NA;73.199.895;'-56.010817;Innarsuit;GL
IUL;;AS;'-3.7051;1.382.002;Ilu;ID
IUP;;SA;'-7.172773;'-59.8396;Apuí;BR
IVA;;AF;'-13.484816;48.632.702;;MG
IVC;NZNV;OC;'-46.41239929199219;16.831.300.354.003.900;Invercargill;NZ
IVG;LYBR;EU;428.390.007.019.043;1.986.199.951.171.870;Berane;ME
IVL;EFIV;EU;68.607.299.804.688;27.405.300.140.381;Ivalo;FI
IVO;;SA;10.016.667;'-74.683333;Chivolo;CO
IVR;YIVL;OC;'-29.888299942;151.143.997.192;Inverell;AU
IVW;YINW;OC;'-17.8411006927;129.643.005.371;Inverway;AU
IWA;UUBI;EU;5.693.939.971.923.820;40.940.799.713.134.700;Ivanovo;RU
IWD;KIWD;NA;46.525.298;'-90.131578;Ironwood;US
IWJ;RJOW;AS;34.676.399.231;131.789.993.286;Masuda;JP
IWK;RJOI;AS;34.146.333;132.247.238;Iwakuni;JP
IWO;RJAW;AS;24.784.153;14.132.261;Ogasawara;JP
IWS;KIWS;NA;29.818.199;'-95.6726;Houston;US
IXA;VEAT;AS;23.886.999;91.240.402;Agartala;IN
IXB;VEBD;AS;2.668.120.002.746.580;8.832.859.802.246.090;Siliguri;IN
IXC;VICG;AS;306.735;76.788.498;Chandigarh;IN
IXD;VEAB;AS;254.401;81.733.902;Allahabad;IN
IXE;VOML;AS;129.612.998.962;748.900.985.718;Mangalore;IN
IXG;VOBM;AS;158.593;74.618.301;Belgaum;IN
IXH;VEKR;AS;24.308.657;9.200.768;Kailashahar;IN
IXI;VELR;AS;27.295.682;94.097.266;Lilabari;IN
IXJ;VIJU;AS;32.688.849;74.838.152;Jammu;IN
IXK;VAKS;AS;21.317.101;70.270.401;Keshod;IN
IXL;VILH;AS;34.135.899;77.546.501;Leh;IN
IXM;VOMD;AS;983.450.984.955;7.809.339.904.790.000;Madurai;IN
IXN;VEKW;AS;24.061.899;91.603.897;Khowai;IN
IXP;VIPK;AS;32.233.611;75.634.444;Pathankot;IN
IXQ;VEKM;AS;24.134.325;91.810.769;Manik Bhandar;IN
IXR;VERC;AS;23.314.300.537.100.000;853.217.010.498;Ranchi;IN
IXS;VEKU;AS;249.129.009.247;9.297.869.873.050.000;Silchar;IN
IXT;VEPG;AS;28.064.786;95.336.952;Pasighat;IN
IXU;VAAU;AS;19.862.699.508.666.900;7.539.810.180.664.060;Aurangabad;IN
IXV;VEAN;AS;2.817.530.059.814.450;94.802.001.953.125;;IN
IXW;VEJS;AS;22.813.706;86.168.981;Jamshedpur;IN
IXX;VOBR;AS;179.081;77.487.099;Bidar;IN
IXY;VAKE;AS;231.127;70.100.304;Kandla;IN
IXZ;VOPB;AS;11.641.208;92.729.643;Port Blair;IN
IYK;KIYK;NA;3.565.879.822;'-117.8300018;Inyokern;US
IZE;;EU;53.992.009;9.576.409;Hohenlockstedt;DE
IZM;LTFB;AS;37.950.699;27.329;Selçuk;TR
IZO;RJOC;AS;35.413.601;132.889.999;Izumo;JP
IZT;MMIT;NA;16.445.961;'-95.093708;Ixtepec;MX
JAA;OAJL;AS;34.399.799;70.498.596;Jalalabad;AF
JAB;YJAB;OC;'-12.658056;132.894.638;;AU
JAC;KJAC;NA;436.072.998.046.875;'-110.73799896240234;Jackson;US
JAD;YPJT;OC;'-32.09749984741211;11.588.099.670.410.100;Perth;AU
JAE;SPJE;SA;'-5.59248;'-78.774002;Jaén;PE
JAF;VCCJ;AS;979.233;80.070.099;Jaffna;LK
JAG;OPJA;AS;2.828.420.066.833.490;6.844.969.940.185.540;Jacobabad;PK
JAI;VIJP;AS;268.242;75.812.202;Jaipur;IN
JAK;MTJA;NA;182.411;'-72.518501;Jacmel;HT
JAL;MMJA;NA;19.475.107;'-96.797008;Emiliano Zapata;MX
JAM;;EU;42.454.899;263.522;Bezmer;BG
JAN;KJAN;NA;32.311.199;'-90.075897;Jackson;US
JAP;MRCH;NA;998.141;'-84.772697;Puntarenas;CR
JAQ;;OC;'-5.6525;151.507.004;Jacquinot Bay;PG
JAR;OISJ;AS;28.586.700.439.499.900;535.791.015.625;Jahrom;IR
JAS;KJAS;NA;308.857;'-94.034897;Jasper;US
JAT;;OC;7.749.775;168.977.838;Ailinglapalap Atoll;MH
JAU;SPJJ;SA;'-11.7831001282;'-75.47339630130001;Jauja;PE
JAV;BGJN;NA;69.243.202;'-51.057098;Ilulissat;GL
JAW;;SA;'-7.586417;'-40.535431;Araripina;BR
JAX;KJAX;NA;30.492.469;'-81.687813;Jacksonville;US
JBB;WARE;AS;'-8.242494;113.693.476;Jember;ID
JBQ;MDJB;NA;18.572.500.228.881.800;'-69.98560333251953;La Isabela;DO
JBR;KJBR;NA;3.583.169.937.133.780;'-90.64640045166016;Jonesboro;US
JBS;;SA;'-28.6549;'-56.034599;São Borja;BR
JBT;;NA;60.782.001.495.399.900;'-161.742996216;Bethel;US
JCB;SSJA;SA;'-27.171514;'-51.553327;Joaçaba;BR
JCH;BGCH;NA;68.822.816;'-51.173447;Qasigiannguit;GL
JCI;KIXD;NA;38.830.898;'-94.890297;New Century;US
JCK;YJLC;OC;'-20.66830062866211;14.172.300.720.214.800;;AU
JCL;LKCS;EU;489.464;144.275;České Budějovice;CZ
JCM;SNJB;SA;'-11.1632;'-40.553101;Jacobina;BR
JCR;SBEK;SA;'-6.23316;'-57.776901;Jacareacanga;BR
JCS;;SA;'-5.21135;'-40.704201;Crateús;BR
JCT;KJCT;NA;305.112.991.333;'-99.7634963989;Junction;US
JCU;GECE;AF;35.892.657;'-5.306321;Ceuta;ES
JCY;;NA;30.251.801;'-98.622498;Stonewall;US
JDA;KGCD;NA;44.404.202;'-118.962997;John Day;US
JDF;SBJF;SA;'-21.791482;'-43.386072;Juiz de Fora;BR
JDG;RKPD;AS;333.996.009.827;126.711.997.986;Jeju Island;KR
JDH;VIJO;AS;26.251.100.540.161.100;7.304.889.678.955.070;Jodhpur;IN
JDN;KJDN;NA;473.288;'-106.953003;Jordan;US
JDO;SBJU;SA;'-7.21932;'-39.269096;Juazeiro do Norte;BR
JDR;SNJR;SA;'-21.085638;'-44.225299;São João Del Rei;BR
JDZ;ZSJD;AS;293.386;117.176.003;Jingdezhen;CN
JED;OEJN;AS;216.796;39.156.502;Jeddah;SA
JEE;MTJE;NA;18.663.099;'-74.170303;Carrefour Sanon;HT
JEF;KJEF;NA;385.912.017.822;'-92.15609741210001;Jefferson City;US
JEG;BGAA;NA;68.721.802;'-52.784698;Aasiaat;GL
JEJ;;OC;7.565.350.055.690.000;168.962.005.615;Ailinglapalap Atoll;MH
JEQ;SNJK;SA;'-13.8777;'-40.071602;Jequié;BR
JER;EGJJ;EU;49.207.901;'-2.19551;St. Peter;JE
JFK;KJFK;NA;40.639.447;'-73.779317;New York;US
JFN;KHZY;NA;41.778;'-80.695503;Ashtabula;US
JFR;BGPT;NA;62.014.736;'-49.670937;Paamiut;GL
JGA;VAJM;AS;22.465.499.877.929.600;7.001.260.375.976.560;Jamnagar;IN
JGB;VEJR;AS;19.074.301;82.036.797;Jagdalpur;IN
JGN;ZLJQ;AS;39.856.899;983.414;Jiayuguan;CN
JGO;;NA;69.251.182;'-53.514876;Qeqertarsuaq;GL
JGR;;NA;6.122.896;'-48.09698;Kangilinnguit;GL
JGS;ZSGS;AS;26.856.899;114.737;Ji'an;CN
JHB;WMKJ;AS;164.131;103.669.998;Johor Bahru;MY
JHG;ZPJH;AS;21.974.648;100.762.224;Jinghong (Gasa);CN
JHL;;NA;57.223.899.841.299.900;'-111.418998718;Albian Village;CA
JHM;PHJH;OC;209.629;'-156.673004;Lahaina;US
JHS;BGSS;NA;66.951.302;'-53.729301;Sisimiut;GL
JHW;KJHW;NA;4.215.425;'-79.254008;Jamestown;US
JIA;SWJN;SA;'-11.419444;'-58.701668;Juína;BR
JIB;HDAM;AF;115.473;431.595;Djibouti City;DJ
JID;;NA;34.020.472;'-117.927396;City of Industry;US
JIK;LGIK;EU;376.827.011.108;263.470.993.042;Ikaria Island;GR
JIL;ZYJL;AS;44.002.652;126.395.244;Jilin;CN
JIM;HAJM;AF;766.609.001.159.668;3.681.660.079.956.050;Jimma;ET
JIN;HUJI;AF;0.453094;3.319.356;Jinja;UG
JIP;SEJI;SA;'-1;'-80.66666412353516;Jipijapa;EC
JIR;VNJI;AS;27.626.313;86.230.581;Jiri;NP
JIU;ZSJJ;AS;29.476.944;115.801.111;Jiujiang;CN
JJI;SPJI;SA;'-7.1691;'-76.7286;Juanjuí;PE
JJM;HKMK;AF;0.165083;38.195.141;Meru-Kinna;KE
JJN;ZSQZ;AS;24.796.587;118.588.883;Quanzhou;CN
JJU;;NA;60.715.684;'-46.029919;Qaqortoq;GL
JKG;ESGJ;EU;57.757.598.876.953.100;14.068.699.836.730.900;Jönköping;SE
JKH;LGHI;EU;3.834.320.068.359.370;26.140.600.204.467.700;Chios Island;GR
JKL;LGKY;EU;369.632.987.976;269.405.994.415;Kalymnos Island;GR
JKR;VNJP;AS;26.708.799;85.922.401;Janakpur;NP
JKV;KJSO;NA;318.693.008.423;'-95.2173995972;Jacksonville;US
JLA;;NA;60.484.235;'-149.722909;Cooper Landing;US
JLG;VAJL;AS;20.962.678;75.627.492;Jalgaon;IN
JLN;KJLN;NA;37.151.798;'-94.498299;Joplin;US
JLR;VAJB;AS;23.177.799;80.052.002;Jabalpur;IN
JLS;SDJL;SA;'-20.292296;'-50.545546;Jales;BR
JMA;;SA;'-20.259722;'-42.183887;Manhuaçu;BR
JMB;FNJM;AF;'-14.698193;16.070.148;Jamba;AO
JMK;LGMK;EU;37.435.101;25.348.101;Mykonos;GR
JMR;;SA;'-22.9195;'-42.830898;Maricá;BR
JMS;KJMS;NA;4.692.969.894;'-98.67819977;Jamestown;US
JMU;ZYJM;AS;46.843.399;130.464.996;Jiamusi;CN
JNA;SNJN;SA;'-15.4738;'-44.385502;Januária;BR
JNB;FAOR;AF;'-26.1392;28.246;Johannesburg;ZA
JNN;;NA;60.141.884;'-45.232977;Nanortalik;GL
JNS;;NA;60.917.283;'-46.059923;Narsaq;GL
JNU;PAJN;NA;58.355;'-134.576004;Juneau;US
JNX;LGNX;EU;370.811;25.368.099;Naxos;GR
JOE;EFJO;EU;62.658.815;29.619.398;Joensuu;FI
JOG;WAHH;AS;'-7.78818;110.431.999;Yogyakarta;ID
JOH;FAPJ;AF;'-31.60612;2.952.175;Port St Johns;ZA
JOI;SBJV;SA;'-26.224501;'-48.797401;Joinville;BR
JOJ;;NA;681.252.746.582;'-106.585281372;Hope Bay;CA
JOK;UWKJ;AS;567.006;47.904.701;Yoshkar-Ola;RU
JOL;RPMJ;AS;605.367;121.011.002;Jolo;PH
JOM;HTNJ;AF;'-9.35;34.799.999;Njombe;TZ
JOS;DNJO;AF;9.639.829.635.620.110;8.869.050.025.939.940;Jos;NG
JOT;KJOT;NA;4.151.779.938;'-88.17549896;Joliet;US
JPA;SBJP;SA;'-7.148691;'-34.950554;João Pessoa;BR
JPE;;SA;'-3.019798;'-47.316474;Paragominas;BR
JPN;;NA;38.874.908;'-77.056682;Washington DC;US
JPO;;SA;'-7.03899;'-37.251598;Patos;BR
JPR;;SA;'-10.870743;'-61.846675;Ji-Paraná;BR
JPY;;SA;'-23.224044;'-44.7234;Paraty;BR
JQA;BGUQ;NA;707.342;'-52.696201;Uummannaq;GL
JQE;MPJE;NA;751.778;'-78.157204;Jaqué;PA
JRA;;NA;40.755.107;'-74.006896;New York;US
JRB;;NA;40.700.711;'-74.008573;New York;US
JRF;PHJR;OC;213.074;'-158.070009;Kapolei;US
JRG;VEJH;AS;219.135;840.504;;IN
JRH;VEJT;AS;26.730.456;94.175.416;Jorhat;IN
JRK;;NA;61.176.828;'-48.419698;Arsuk;GL
JRN;;SA;'-10.305833;'-58.489445;Juruena;BR
JRO;HTKJ;AF;'-3.42941;37.074.501;Arusha;TZ
JRT;;SA;'-2.186667;'-56.090279;Juruti;BR
JSA;VIJR;AS;268.887;70.864.998;;IN
JSH;LGST;EU;3.521.609.878.540.030;26.101.299.285.888.600;Crete Island;GR
JSI;LGSK;EU;39.177.101;235.037;Skiathos;GR
JSK;OIZJ;AS;25.654.757;57.801.718;Bandar-e-Jask;IR
JSM;SAWS;SA;'-44.048599243199995;'-70.4589004517;Chubut;AR
JSR;VGJR;AS;231.838;89.160.797;Jashore (Jessore);BD
JST;KJST;NA;4.031.610.107.421.870;'-78.83390045166016;Johnstown;US
JSU;BGMQ;NA;65.412.498;'-52.9394;Maniitsoq;GL
JSY;LGSO;EU;374.227.981.567;24.950.899.124.099.900;Syros Island;GR
JTC;SBAE;SA;'-22.160755;'-49.070325;Bauru;BR
JTI;SWJW;SA;'-17.8299007416;'-51.7729988098;Jataí;BR
JTN;;SA;'-24.159729;'-46.790604;Itanhaém;BR
JTR;LGSR;EU;36.399.200.439.453.100;25.479.299.545.288.000;Santorini Island;GR
JTY;LGPL;EU;365.798.988.342;263.757.991.791;Astypalaia Island;GR
JUA;SIZX;SA;'-11.2966;'-57.5495;Juara;BR
JUB;HJJJ;AF;487.201;31.601.101;Juba;SS
JUI;EDWJ;EU;53.681.421;7.056.398;Juist;DE
JUJ;SASJ;SA;'-24.392799;'-65.097801;San Salvador de Jujuy;AR
JUK;BGUT;NA;71.049.438;'-51.890016;Ukkusissat;GL
JUL;SPJL;SA;'-15.467100143432617;'-70.158203125;Juliaca;PE
JUM;VNJL;AS;292.742;82.193.298;Jumla;NP
JUN;YJDA;OC;'-24.838045;143.061.962;Jundah;AU
JUO;SKJU;NA;707.181;'-77.727117;Juradó;CO
JUR;YJNB;OC;'-30.302699;115.055.551;Jurien Bay;AU
JUT;MHJU;NA;14.652.600.288.391.100;'-86.22029876708984;Jutigalpa;HN
JUU;;NA;71.538.769;'-53.205038;Nuugaatsiaq;GL
JUV;BGUK;NA;72.790.199;'-56.1306;Upernavik;GL
JUZ;ZSJU;AS;2.896.613;118.898.793;Quzhou (Kezheng);CN
JVA;FMMK;AF;'-18.80501;45.273.467;Ankavandra;MG
JVI;;NA;405.243.988.037;'-74.59839630130001;Manville;US
JVL;KJVL;NA;42.620.300.293;'-89.0416030884;Janesville;US
JWA;FBJW;AF;'-24.602301;24.691;Jwaneng;BW
JWN;OITZ;AS;367.737.007.141;483.594.017.029;Zanjan;IR
JWO;RKTI;AS;3.703.024;127.886.353;Gimseang-ro;KR
JXN;KJXN;NA;42.260.509;'-84.463019;Jackson;US
JYR;OIKJ;AS;28.723.519;57.675.037;Jiroft;IR
JYV;EFJY;EU;62.399.502;25.678.301;Jyväskylän Maalaiskunta;FI
KAA;FLKS;AF;'-10.210169;31.123.045;Kasama;ZM
KAB;FVKB;AF;'-16.5198;28.885;Kariba;ZW
KAC;OSKL;AS;37.020.599;41.191.399;Qamishly;SY
KAD;DNKA;AF;10.696.000.099.182.100;7.320.109.844.207.760;Kaduna;NG
KAE;;NA;56.973;'-133.945999;Kake;US
KAG;RKNN;AS;37.753.601;128.943.915;Gangneung;KR
KAI;SYKA;SA;5.177.349;'-59.48898;Kaieteur Falls;GY
KAJ;EFKI;EU;642.855;276.924;Kajaani;FI
KAL;PAKV;NA;6.431.864;'-158.74197;Kaltag;US
KAM;OYKM;AS;15.368.755;42.612.515;Kamaran;YE
KAN;DNKN;AF;120.476;852.462;Kano;NG
KAO;EFKS;EU;65.987.602;29.239.401;Kuusamo;FI
KAP;FZSK;AF;'-8.371157;22.647.457;Kapanga;CD
KAR;SYKM;SA;586.534;'-60.614201;Kamarang;GY
KAT;NZKT;OC;'-35.069837;173.287.053;Awanui;NZ
KAU;EFKA;EU;63.127.102;23.051.399;Kauhava;FI
KAV;SVKA;SA;5.593.056;'-61.763333;Kavanayén;VE
KAW;VYKT;AS;10.049.300.193.786.600;9.853.800.201.416.010;Kawthoung;MM
KAX;YKBR;OC;'-27.692813;114.259.169;Kalbarri;AU
KAY;NFNW;OC;'-17.617000579833984;17.901.699.829.101.500;Wakaya Island;FJ
KAZ;WAEK;AS;118.528;127.896.004;Kao-Celebes Island;ID
KBA;GFKB;AF;9.638.322.913.429.990;'-11.5155601501;Kabala;SL
KBB;;OC;'-17.7791996002;129.210.006.714;Kirkimbie;AU
KBC;;NA;662.740.020.752;'-145.824005127;Birch Creek;US
KBD;;OC;'-17.39780044555664;1.243.550.033.569.330;Kimberley Downs;AU
KBE;;NA;559.291.000.366;'-131.572006226;Bell Island;US
KBF;;AS;'-3.684615;138.479.018;Karubaga;ID
KBI;FKKB;AF;28.738.899.231;99.777.803.421;Kribi;CM
KBJ;YKCA;OC;'-24.260229;131.488.924;Petermann;AU
KBL;OAKB;AS;34.565.899;69.212.303;Kabul;AF
KBN;FZWT;AF;'-6.120761;24.546.204;Kabinda;CD
KBO;FZRM;AF;'-6.083;26.917;Kabalo;CD
KBP;UKBB;EU;50.345.001;30.894.699;Boryspil;UA
KBQ;FWKG;AF;'-13.0146;33.468.601;Kasungu;MW
KBR;WMKC;AS;61.668.500.900.268.500;10.229.299.926.757.800;Kota Baharu;MY
KBS;GFBO;AF;79.444;'-11.761;Bo;SL
KBT;;OC;890.056;170.843.994;Kaben;MH
KBU;WAOK;AS;'-3.294796;116.163.815;Stagen;ID
KBV;VTSG;AS;809.912.014.008;989.861.984.253;Krabi;TH
KBW;;NA;56.295.600.891.099.900;'-158.401000977;Chignik;US
KBX;WASU;AS;'-1.316815;132.286.987;Kambuaya-Papua Island;ID
KBY;YKBY;OC;'-32.836621;134.292.991;;AU
KBZ;NZKI;OC;'-42.424999;173.604.996;;NZ
KCA;ZWKC;AS;41.677.856;82.872.917;Kuqa;CN
KCB;SMTP;SA;315.000.009.537;'-55.716999054;Kasikasima;SR
KCC;;NA;56.012.586;'-132.835093;Coffman Cove;US
KCD;WAKM;AS;'-6.1851;1.386.372;Kamur;ID
KCE;YCSV;OC;'-20.59670066833496;14.786.000.061.035.100;;AU
KCF;;AS;271.667.003.632;6.931.670.379.639.990;Kadanwari;PK
KCG;;NA;56.311.501;'-158.373001;Chignik;US
KCH;WBGG;AS;1.487.364;110.352.859;Kuching;MY
KCK;UIKK;AS;57.773;108.064;Kirensk;RU
KCL;;NA;56.310.776;'-158.534818;Chignik Flats;US
KCM;LTCN;AS;375.388.259.888;369.535.217.285;Kahramanmaraş;TR
KCN;;NA;53.402.899;'-167.520272;Chernofski Harbor;US
KCO;LTBQ;AS;40.735.001;300.833;Kartepe;TR
KCQ;;NA;562.550.010.681;'-158.774993896;Chignik Lake;US
KCR;;NA;635.676.994.324;'-155.988998413;Colorado Creek;US
KCS;YKCS;OC;'-24.421285;131.819.458;Petermann;AU
KCT;VCCK;AS;5.993.680.000.305.170;8.032.029.724.121.090;Galle;LK
KCU;HUMI;AF;175.806;317.367;Masindi;UG
KCY;;AS;56.177.584;92.545.881;Krasnoyarsk;RU
KCZ;RJOK;AS;33.546.101;133.669.006;Nankoku;JP
KDA;GOGK;AF;128.985;'-14.9681;Kolda;SN
KDB;YKBL;OC;'-31.1907;1.215.978;Kambalda West;AU
KDC;DBBK;AF;1.114.479;2.940.381;Kandi;BJ
KDD;OPKH;AS;27.790.599.823;666.473.007.202;Khuzdar;PK
KDH;OAKN;AS;315.058;65.847.801;Khvoshab;AF
KDI;WAWW;AS;'-4.08161;122.417.999;Kendari;ID
KDJ;FOGJ;AF;'-0.183;10.75;N'Djolé;GA
KDK;PAKD;NA;57.806.151;'-152.373693;Kodiak;US
KDL;EEKA;EU;5.899.079.895.019.530;22.830.699.920.654.200;Kärdla;EE
KDM;VRMT;AS;0.488131;72.996.902;Huvadhu Atoll;MV
KDN;FOGE;AF;'-2.4;11.367;Ndende;GA
KDO;VRMK;AS;18.591.699.600.219.700;7.352.189.636.230.460;Kadhdhoo;MV
KDR;AYKC;OC;'-6.19217;14.954.783;Kandrian;PG
KDT;VTBK;AS;141.020.002.365;999.171.981.812;Nakhon Pathom;TH
KDU;OPSD;AS;3.533.549.880.981.440;7.553.600.311.279.290;Skardu;PK
KDV;NFKD;OC;'-19.058099746699998;178.156.997.681;Vunisea;FJ
KDX;HSLI;AF;11.137.999.534.600.000;297.010.993.958;Kadugli;SD
KDY;UEMH;EU;627.890.014.648;136.854.995.728;Khandyga;RU
KEA;UTAE;AS;37.822.051;65.135.279;Kerki;TM
KEB;;NA;593.521;'-151.925003;Nanwalek;US
KEC;FZQG;AF;'-10.355228;28.617.243;Kasenga;CD
KED;GQNK;AF;161.595;'-13.5076;Kaédi;MR
KEE;FCOK;AF;'-0.071271;14.506.621;Kelle;CG
KEF;BIKF;EU;63.985.001;'-22.6056;Reykjavík;IS
KEH;;NA;47.754.799;'-122.259003;Kenmore;US
KEI;WAKP;AS;'-6.5418;1.393.318;Kepi;ID
KEJ;UNEE;AS;5.527.009.963.989.250;861.072.006.225.586;Kemerovo;RU
KEK;;NA;593.568;'-157.470993;Ekwok;US
KEL;EDHK;EU;5.437.957;10.145.266;Kiel;DE
KEM;EFKE;EU;65.778.701.782.227;24.582.099.914.551;Kemi / Tornio;FI
KEN;GFKE;AF;7.896.364;'-11.174126;Kenema;SL
KEO;DIOD;AF;9.539.457;'-7.56134;Odienne;CI
KEP;VNNG;AS;281.036;81.667;Nepalgunj;NP
KEQ;;AS;'-0.810418;133.054.937;Kebar;ID
KER;OIKK;AS;30.271.276;56.949.692;Kerman;IR
KES;CZEE;NA;560.374.984.741;'-96.50969696039999;Kelsey;CA
KET;VYKG;AS;21.301.599.502.563.400;9.963.600.158.691.400;Kengtung;MM
KEU;HKKE;AF;'-1.586345;35.257.455;Keekorok;KE
KEV;EFHA;EU;61.856.039;24.786.686;Jämsä;FI
KEW;;NA;529.911;'-92.836403;Keewaywin;CA
KEY;HKKR;AF;'-0.3899;35.242.093;Kericho;KE
KFA;GQNF;AF;16.59;'-11.4062;Kiffa;MR
KFG;YKKG;OC;'-17.431900024414062;13.080.799.865.722.600;;AU
KFM;;NA;55.355.598;'-110.637001;Kirby Lake;CA
KFP;PAKF;NA;5.484.751;'-163.407168;False Pass;US
KFS;LTAL;AS;41.314.201;33.795.799;Kastamonu;TR
KFZ;LAKU;EU;42.035.802;20.415.955;Kukës;AL
KGA;FZUA;AF;'-5.90005;224.692;Kananga;CD
